file,electric,lightning,nuclear,temporal
campione_3_neutron_burst_thunderstorm\arxiv_2606.02527.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.02690.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.02691.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.02700.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.02828.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.02923.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.02932.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.02966.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.03174.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.03316.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.03440.json,1,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.03525.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.03586.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.03596.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.03633.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.03707.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.03720.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.03760.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.03844.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.03881.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.03933.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.03993.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.04033.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.04140.json,1,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.04216.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.04232.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.04304.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.04491.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.04567.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.04585.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.04606.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.04664.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.04810.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.04894.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.05007.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.05082.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.05146.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.05154.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.05310.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.05322.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.05469.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.05618.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.05643.json,0,0,1,1
campione_3_neutron_burst_thunderstorm\arxiv_2606.05910.json,1,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.06213.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.06279.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.06305.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.06319.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.06371.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.06376.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.06378.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.06430.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.06580.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.06628.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.06678.json,1,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.06706.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.06963.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.07087.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.07137.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.07147.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.07339.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.07371.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.07465.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.07675.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.07679.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.07694.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.07731.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.07742.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.07754.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.07827.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.07905.json,0,0,2,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.08023.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.08250.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.08487.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.08522.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.08598.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.08628.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.08752.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.08899.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.08968.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.09229.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.09247.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.09341.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.09352.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.09417.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.09481.json,1,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.09490.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.09579.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.09621.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.09628.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.09656.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.09786.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\arxiv_2606.09823.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\nasa_ads_11884451.json,1,0,0,0
campione_3_neutron_burst_thunderstorm\nasa_ads_12314313.json,0,0,5,0
campione_3_neutron_burst_thunderstorm\nasa_ads_1316022.json,0,0,1,0
campione_3_neutron_burst_thunderstorm\nasa_ads_1856450.json,0,0,4,0
campione_3_neutron_burst_thunderstorm\nasa_ads_19253060.json,0,0,4,0
campione_3_neutron_burst_thunderstorm\nasa_ads_1954349.json,0,0,2,0
campione_3_neutron_burst_thunderstorm\nasa_ads_19950371.json,0,0,4,1
campione_3_neutron_burst_thunderstorm\nasa_ads_2125431.json,0,7,3,0
campione_3_neutron_burst_thunderstorm\nasa_ads_2148440.json,0,0,2,0
campione_3_neutron_burst_thunderstorm\nasa_ads_216736.json,0,0,3,0
campione_3_neutron_burst_thunderstorm\nasa_ads_2650798.json,0,6,3,0
campione_3_neutron_burst_thunderstorm\nasa_ads_344270.json,6,4,3,0
campione_3_neutron_burst_thunderstorm\nasa_ads_395891.json,2,0,3,0
campione_3_neutron_burst_thunderstorm\nasa_ads_7078398.json,0,0,5,0
campione_3_neutron_burst_thunderstorm\nasa_ads_9484693.json,0,0,5,0
campione_3_neutron_burst_thunderstorm\source_noaa_opendata_fallback_0.json,1,3,2,1
campione_3_neutron_burst_thunderstorm\source_noaa_opendata_fallback_1.json,1,3,5,0
campione_3_neutron_burst_thunderstorm\source_noaa_opendata_fallback_2.json,3,0,7,2
campione_3_neutron_burst_thunderstorm\source_openaire_fallback_0.json,1,3,5,0
campione_3_neutron_burst_thunderstorm\source_openaire_fallback_1.json,1,3,5,0
campione_3_neutron_burst_thunderstorm\source_openaire_fallback_2.json,1,2,5,2
campione_3_neutron_burst_thunderstorm\zenodo_10776943_ITO_profile_1_reduced_source_sigma_1e-11.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\zenodo_10776943_ITO_profile_1_reduced_source_sigma_1e-13.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\zenodo_10776943_ITO_profile_1_sigma_1e-11.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\zenodo_10776943_ITO_profile_1_sigma_1e-13.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\zenodo_10776943_ITO_profile_2_reduced_source_sigma_1e-11.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\zenodo_10776943_ITO_profile_2_reduced_source_sigma_1e-13.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\zenodo_10776943_ITO_profile_2_sigma_1e-11.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\zenodo_10776943_ITO_profile_2_sigma_1e-13.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\zenodo_10776943_ITO_profile_3_reduced_source_sigma_1e-11.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\zenodo_10776943_ITO_profile_3_reduced_source_sigma_1e-13.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\zenodo_10776943_ITO_profile_3_sigma_1e-11.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\zenodo_10776943_ITO_profile_3_sigma_1e-13.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\zenodo_10776943_ITO_profile_4_reduced_source_sigma_1e-11.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\zenodo_10776943_ITO_profile_4_reduced_source_sigma_1e-13.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\zenodo_10776943_ITO_profile_4_sigma_1e-11.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\zenodo_10776943_ITO_profile_4_sigma_1e-13.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\zenodo_10776943_README.json,0,0,0,0
campione_3_neutron_burst_thunderstorm\zenodo_5513798_TBO Confirmed Source Library.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_1802.06605.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_1805.04721.json,0,1,0,0
campione_4_atmospheric_plasma_discharge\arxiv_1805.10504.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_1808.08865.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_1809.04181.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_1810.02778.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_1810.03853.json,0,1,1,0
campione_4_atmospheric_plasma_discharge\arxiv_1810.03959.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_1812.07831.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_1812.08535.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_1903.01492.json,1,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_1903.03131.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_1906.05048.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_1906.10452.json,0,0,1,0
campione_4_atmospheric_plasma_discharge\arxiv_1908.02730.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_1911.08309.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_1912.07881.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2004.09758.json,0,0,0,1
campione_4_atmospheric_plasma_discharge\arxiv_2007.06079.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2009.07307.json,0,0,2,0
campione_4_atmospheric_plasma_discharge\arxiv_2009.08108.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2012.01376.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2012.07193.json,0,0,1,0
campione_4_atmospheric_plasma_discharge\arxiv_2105.13519.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2108.02020.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2108.13900.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2201.10134.json,0,0,2,0
campione_4_atmospheric_plasma_discharge\arxiv_2203.00535.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2206.12299.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2210.07687.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2211.00025.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2211.04626.json,0,0,1,0
campione_4_atmospheric_plasma_discharge\arxiv_2211.09688.json,0,0,1,0
campione_4_atmospheric_plasma_discharge\arxiv_2306.04036.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2308.12812.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2308.15240.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2310.15490.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2403.15513.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2406.16159.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2407.06311.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2412.01906.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2505.16269.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2506.07941.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2507.16250.json,1,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2508.21533.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2511.14561.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2512.07859.json,0,0,1,0
campione_4_atmospheric_plasma_discharge\arxiv_2601.17234.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2601.19289.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2604.14385.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.04932.json,0,0,0,1
campione_4_atmospheric_plasma_discharge\arxiv_2606.04979.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.05024.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.05286.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.05318.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.05325.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.05341.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.05364.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.05400.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.05446.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.05451.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.05732.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.05842.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.05893.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.05934.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.05948.json,0,0,1,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.05970.json,0,1,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06006.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06016.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06082.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06101.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06195.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06210.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06232.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06269.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06283.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06340.json,1,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06408.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06433.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06577.json,1,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06608.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06620.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06649.json,1,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06691.json,0,0,1,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06706.json,0,0,1,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06773.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06789.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06844.json,1,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06862.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06868.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06886.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.06973.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07144.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07147.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07201.json,1,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07209.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07294.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07416.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07497.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07511.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07697.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07733.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07744.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07755.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07838.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07886.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07922.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07928.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07966.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.07989.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.08045.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.08070.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.08139.json,2,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.08324.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.08331.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.08462.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.08518.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.08563.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.08622.json,0,0,1,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.08623.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.08759.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.08773.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.08827.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.08859.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.08942.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09116.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09168.json,3,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09217.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09247.json,0,0,1,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09313.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09352.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09359.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09364.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09369.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09391.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09417.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09487.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09489.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09490.json,0,0,1,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09493.json,1,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09561.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09562.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09626.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09627.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09714.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09745.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09750.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09760.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09771.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\arxiv_2606.09793.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\figshare_31645765.json,0,3,0,0
campione_4_atmospheric_plasma_discharge\figshare_31670629.json,0,4,0,0
campione_4_atmospheric_plasma_discharge\figshare_31671484.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\figshare_31673341.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\figshare_31968378.json,1,1,0,0
campione_4_atmospheric_plasma_discharge\figshare_32319702.json,0,1,0,0
campione_4_atmospheric_plasma_discharge\figshare_32427936.json,0,1,0,1
campione_4_atmospheric_plasma_discharge\figshare_32437263.json,0,3,0,0
campione_4_atmospheric_plasma_discharge\figshare_32438580.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\figshare_32439879.json,0,3,0,0
campione_4_atmospheric_plasma_discharge\figshare_32450178.json,0,3,0,0
campione_4_atmospheric_plasma_discharge\figshare_32462076.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\figshare_32477556.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\figshare_32479140.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\figshare_32498331.json,0,1,0,0
campione_4_atmospheric_plasma_discharge\figshare_32501025.json,0,1,0,0
campione_4_atmospheric_plasma_discharge\figshare_32541171.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\figshare_32541671.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\figshare_32541674.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\figshare_32598984.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\nasa_ads_1426633.json,2,3,0,0
campione_4_atmospheric_plasma_discharge\nasa_ads_15768496.json,0,1,0,0
campione_4_atmospheric_plasma_discharge\nasa_ads_18888970.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\nasa_ads_26733757.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\nasa_ads_26981518.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\nasa_ads_27707475.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\nasa_ads_29322026.json,1,1,0,0
campione_4_atmospheric_plasma_discharge\nasa_ads_29324342.json,1,1,0,0
campione_4_atmospheric_plasma_discharge\nasa_ads_3220858.json,1,2,0,0
campione_4_atmospheric_plasma_discharge\nasa_ads_5836771.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\nasa_ads_6334572.json,0,2,0,0
campione_4_atmospheric_plasma_discharge\nasa_ads_7388260.json,0,0,2,0
campione_4_atmospheric_plasma_discharge\nasa_ads_7625415.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\nasa_ads_7675030.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\nasa_ads_8522389.json,0,0,0,0
campione_4_atmospheric_plasma_discharge\source_noaa_opendata_fallback_0.json,3,1,4,1
campione_4_atmospheric_plasma_discharge\source_noaa_opendata_fallback_1.json,3,1,4,1
campione_4_atmospheric_plasma_discharge\source_noaa_opendata_fallback_2.json,1,0,5,2
campione_4_atmospheric_plasma_discharge\source_openaire_fallback_0.json,0,2,3,1
campione_4_atmospheric_plasma_discharge\source_openaire_fallback_1.json,1,1,5,0
campione_4_atmospheric_plasma_discharge\source_openaire_fallback_2.json,1,3,0,1
